1560000091458611968,-0.54631,1.00660,0.04005,0.60988,-0.61098,-0.35720,0.35658,
1560000091558692096,-0.56743,1.00526,0.04098,0.60177,-0.60390,-0.37005,0.36912,
1560000091625411584,-0.58226,1.00356,0.04170,0.59625,-0.59841,-0.37889,0.37792,
1560000091725491200,-0.60296,1.00116,0.04290,0.58806,-0.59021,-0.39128,0.39081,
1560000091825570816,-0.62514,0.99804,0.04419,0.58041,-0.58214,-0.40283,0.40245,
1560000091925650688,-0.64924,0.99509,0.04526,0.57267,-0.57427,-0.41390,0.41345,
1560000092025730048,-0.67574,0.99196,0.04617,0.56470,-0.56643,-0.42483,0.42402,
1560000092125809920,-0.70475,0.98939,0.04699,0.55722,-0.55924,-0.43459,0.43346,
1560000092225889792,-0.73450,0.98767,0.04775,0.55129,-0.55362,-0.44208,0.44062,
1560000092392688896,-0.77491,0.99036,0.04927,0.54579,-0.54828,-0.44864,0.44746,
1560000092891235072,-0.91728,1.00814,0.05362,0.54300,-0.54595,-0.45196,0.45036,
1560000093358170880,-1.04861,1.03899,0.05695,0.54672,-0.54907,-0.44767,0.44633,
1560000093826857216,-1.17822,1.07100,0.05793,0.54344,-0.54555,-0.45178,0.45050,
1560000094127151616,-1.26502,1.08861,0.05663,0.53759,-0.54004,-0.45880,0.45701,
1560000094293981696,-1.31006,1.09392,0.05474,0.53105,-0.53370,-0.46631,0.46445,
1560000094394080000,-1.33597,1.09479,0.05282,0.52645,-0.52912,-0.47148,0.46966,
1560000094492818432,-1.35972,1.09329,0.05140,0.52185,-0.52433,-0.47675,0.47483,
1560000094592902400,-1.38298,1.09071,0.05034,0.51744,-0.51981,-0.48166,0.47964,
1560000094793070592,-1.43221,1.08724,0.04972,0.51009,-0.51263,-0.48948,0.48726,
1560000095360213760,-1.57568,1.09625,0.05021,0.51825,-0.51813,-0.48328,0.47896,
1560000095725912320,-1.66481,1.11034,0.04828,0.52186,-0.52529,-0.47734,0.47317,
1560000096393042688,-1.83525,1.12841,0.04706,0.52291,-0.52647,-0.47599,0.47204,
1560000096697921536,-1.90335,1.13724,0.04619,0.52625,-0.53168,-0.47219,0.46627,
1560000097165099520,-2.01386,1.14450,0.04702,0.52245,-0.52715,-0.47587,0.47193,
1560000097365318656,-2.06364,1.13892,0.04597,0.51774,-0.52174,-0.48243,0.47643,
1560000097532167936,-2.10663,1.13211,0.04512,0.51063,-0.51503,-0.49021,0.48342,
1560000097628349696,-2.13221,1.12622,0.04367,0.50444,-0.51065,-0.49653,0.48810,
1560000097728420096,-2.15365,1.12022,0.04391,0.50094,-0.50480,-0.50021,0.49399,
1560000097828490240,-2.17665,1.11463,0.04367,-0.49665,0.50028,0.50452,-0.49852,
1560000098028630272,-2.23252,1.10465,0.04257,-0.48972,0.49381,0.51147,-0.50469,
1560000098195413760,-2.27147,1.09531,0.04184,-0.48367,0.48777,0.51725,-0.51048,
1560000098295483904,-2.29365,1.09003,0.04161,-0.47936,0.48347,0.52120,-0.51460,
1560000098495624192,-2.33041,1.07850,0.04136,-0.47215,0.47633,0.52771,-0.52125,
1560000098694256128,-2.37136,1.06448,0.04097,-0.46337,0.46801,0.53535,-0.52882,
1560000098861006848,-2.40944,1.05138,0.04087,-0.45605,0.46099,0.54143,-0.53513,
1560000098961057536,-2.43197,1.04339,0.04137,-0.45100,0.45612,0.54545,-0.53948,
1560000099161158912,-2.48130,1.02473,0.04193,-0.44286,0.44757,0.55203,-0.54665,
1560000099361260288,-2.52923,1.00623,0.04262,-0.43592,0.44010,0.55759,-0.55262,
1560000099726795520,-2.61651,0.97817,0.04334,-0.43180,0.43513,0.56108,-0.55624,
1560000100026888704,-2.68488,0.95609,0.04421,-0.42709,0.43015,0.56435,-0.56042,
1560000100293638400,-2.74273,0.93472,0.04510,-0.42240,0.42494,0.56795,-0.56431,
1560000100592642816,-2.80348,0.91153,0.04597,-0.41867,0.42086,0.57065,-0.56740,
1560000100892678144,-2.85704,0.88863,0.04686,-0.41510,0.41683,0.57351,-0.57012,
1560000101259387392,-2.92086,0.86030,0.04769,-0.41151,0.41285,0.57607,-0.57303,
1560000101558530304,-2.96829,0.83602,0.04761,-0.40592,0.40740,0.58012,-0.57682,
1560000101725183744,-2.99212,0.82104,0.04744,-0.40054,0.40155,0.58371,-0.58104,
1560000101925168128,-3.02365,0.79982,0.04694,-0.39243,0.39330,0.58907,-0.58678,
1560000102125152000,-3.05498,0.77717,0.04634,-0.38391,0.38437,0.59454,-0.59278,
1560000102225144064,-3.07014,0.76576,0.04538,-0.37897,0.37913,0.59778,-0.59607,
1560000102391797504,-3.09934,0.74394,0.04432,-0.37088,0.37099,0.60287,-0.60114,
1560000102594225408,-3.13263,0.71886,0.04338,-0.36133,0.36169,0.60839,-0.60702,
1560000102694260224,-3.14629,0.70795,0.04325,-0.35566,0.35629,0.61138,-0.61056,
1560000102860984064,-3.17121,0.68644,0.04264,-0.34792,0.34871,0.61610,-0.61463,
1560000103061053184,-3.19766,0.66164,0.04233,-0.33986,0.34016,0.62072,-0.61926,
1560000103261122304,-3.22284,0.63546,0.04193,-0.33007,0.33040,0.62601,-0.62450,
1560000103461191424,-3.24667,0.60881,0.04183,-0.32103,0.32115,0.63078,-0.62922,
1560000103627338752,-3.26402,0.58700,0.04190,-0.31323,0.31328,0.63474,-0.63313,
1560000103827383040,-3.28473,0.56110,0.04184,-0.30375,0.30424,0.63963,-0.63722,
1560000103927405312,-3.29103,0.54999,0.04245,-0.29754,0.29801,0.64251,-0.64019,
1560000104027427584,-3.29633,0.53881,0.04279,-0.29067,0.29116,0.64576,-0.64322,
1560000104127450112,-3.29993,0.53110,0.04329,-0.28445,0.28490,0.64851,-0.64603,
1560000104494198016,-3.31222,0.51401,0.04350,-0.27365,0.27425,0.65323,-0.65053,
1560000104593775104,-3.31484,0.50594,0.04373,-0.26618,0.26679,0.65639,-0.65355,
1560000104960478464,-3.35407,0.47483,0.04340,-0.27359,0.27349,0.65357,-0.65054,
1560000105160498432,-3.37393,0.44903,0.04287,-0.26693,0.26656,0.65646,-0.65326,
1560000105360518144,-3.39648,0.41784,0.04200,-0.26037,0.25981,0.65951,-0.65556,
1560000105730102016,-3.44612,0.35856,0.04046,-0.25493,0.25478,0.66165,-0.65751,
1560000105930222080,-3.46784,0.32540,0.03980,-0.24936,0.24917,0.66366,-0.65976,
1560000106130341888,-3.48843,0.28857,0.03910,-0.23998,0.24002,0.66705,-0.66321,
1560000106197048320,-3.49218,0.27597,0.03920,-0.23487,0.23482,0.66878,-0.66515,
1560000106297108224,-3.49602,0.25754,0.03918,-0.22407,0.22389,0.67249,-0.66890,
1560000106397168128,-3.49752,0.23828,0.03926,-0.21048,0.20997,0.67693,-0.67333,
1560000106497228032,-3.49936,0.21709,0.03926,-0.19650,0.19588,0.68121,-0.67748,
1560000106597010944,-3.49796,0.20060,0.03913,-0.18207,0.18166,0.68536,-0.68127,
1560000106697065472,-3.49435,0.18670,0.03937,-0.16765,0.16697,0.68891,-0.68514,
1560000106797120512,-3.49212,0.17167,0.03945,-0.15485,0.15398,0.69182,-0.68825,
1560000106863823616,-3.49057,0.16323,0.03969,-0.14795,0.14692,0.69312,-0.69000,
1560000106963878656,-3.48934,0.14978,0.03962,-0.13932,0.13819,0.69500,-0.69171,
1560000107063933696,-3.48848,0.13635,0.03960,-0.13189,0.13066,0.69655,-0.69307,
1560000107163988480,-3.48750,0.12317,0.03953,-0.12483,0.12366,0.69806,-0.69415,
1560000107264043520,-3.48635,0.11071,0.03963,-0.11823,0.11712,0.69915,-0.69534,
1560000107364098304,-3.48467,0.09729,0.03957,-0.11091,0.10975,0.70041,-0.69647,
1560000107464153088,-3.48230,0.08318,0.03955,-0.10240,0.10127,0.70176,-0.69770,
1560000107530856448,-3.48056,0.07329,0.03955,-0.09632,0.09519,0.70262,-0.69856,
1560000107630689024,-3.47785,0.05753,0.03934,-0.08732,0.08631,0.70393,-0.69958,
1560000107730739456,-3.47476,0.04152,0.03936,-0.07859,0.07764,0.70483,-0.70073,
1560000107830789120,-3.47148,0.02578,0.03927,-0.07065,0.06956,0.70567,-0.70157,
1560000107930839040,-3.46834,0.01140,0.03926,-0.06374,0.06256,0.70628,-0.70228,
1560000108030888960,-3.46513,-0.00236,0.03924,-0.05675,0.05566,0.70688,-0.70285,
1560000108130938880,-3.46118,-0.01662,0.03918,-0.04920,0.04816,0.70752,-0.70333,
1560000108297688832,-3.45402,-0.03850,0.03903,-0.03795,0.03686,0.70819,-0.70404,
1560000108397738752,-3.44993,-0.05098,0.03903,-0.03170,0.03066,0.70841,-0.70443,
1560000108597664768,-3.44292,-0.07449,0.03889,-0.02292,0.02198,0.70879,-0.70470,
1560000108964496384,-3.43367,-0.10811,0.03884,-0.01507,0.01426,0.70881,-0.70509,
1560000109364676352,-3.42341,-0.13051,0.03815,-0.00730,0.00663,0.70903,-0.70511,
1560000109931455488,-3.41393,-0.16311,0.03646,-0.00173,0.00131,0.70911,-0.70509,
1560000110498348544,-3.40572,-0.19581,0.03406,0.00442,-0.00479,0.70892,-0.70526,
